candidate_scope,candidate_id,candidate_label,source_id,source_family,evidence_level,candidate_type,decision_status,decision_class,decision_predicate,rationale,assumptions_or_heuristics,reviewer_or_role,source_artifact,linked_artifact,evidence_detail
mapping_candidate,candidate-048c7d15a27bbbe7,AcceptAction -> Allocation,schema_org,uogto_extensions_matching-allocation,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,https://schema.org/AcceptAction,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6087, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.2, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-c9f4effda915734b,Accommodation -> Auction,schema_org,uogto_extensions_auctions,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,https://schema.org/Accommodation,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.2222, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-3d64879cb2c26184,AccountingService -> ActionSpace,schema_org,uogto_extensions_marl,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,https://schema.org/AccountingService,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.2222, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-5308f1ccbb3aec98,AddAction -> ActionAffordance,schema_org,uogto_extensions_digital-twin-games,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,https://schema.org/AddAction,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.276, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.4444, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.375, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-71485447652bd6ec,Airline -> Action,schema_org,uogto_alignments_schema-org,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,https://schema.org/Airline,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.4615, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.6, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-a6d065b88f294a8a,Action -> AllocationRule,schema_org,uogto_extensions_mechanism-design,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,https://schema.org/Action,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0382, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5714, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.25, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-cf75940a034f735f,AddAction -> Action Profile,schema_org,uogto_core_uogto-core,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,https://schema.org/AddAction,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.2857, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.2, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-badad1f7b71fa72c,AddAction -> Allocation,schema_org,uogto_extensions_matching-allocation,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,https://schema.org/AddAction,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.2, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-b7ce2e167dd82af6,Action -> DisclosureAction,schema_org,uogto_extensions_privacy-disclosure,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,https://schema.org/Action,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.165, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5217, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.25, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-5cd95cd621cd689b,AddAction -> ActionAttribution,schema_org,uogto_extensions_trust-reputation-provenance,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,https://schema.org/AddAction,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.2965, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.4286, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.375, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-0d2b7f96728bf16c,Distribution -> ActionAttribution,schema_org,uogto_extensions_trust-reputation-provenance,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/dcat#Distribution,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6667, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-fe7b6a01e01c8d89,Organization -> Coalition,schema_org,uogto_core_uogto-core,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,https://ref.gs1.org/voc/Organization,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6667, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-f9e0c0ee010585d5,ProductionDate -> review date,schema_org,uogto_core_uogto-governance,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://unece.org/vocab#ProductionDate,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.3563, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5385, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-808c4b79a2ebd799,Action -> Sequential Action,schema_org,uogto_core_actions,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,https://schema.org/Action,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.1527, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5217, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.25, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-a453846b187fb6af,ActivateAction -> ActionSpace,schema_org,uogto_extensions_marl,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,https://schema.org/ActivateAction,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.2453, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.4444, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.375, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-f93de1874c1f96b8,AchieveAction -> Allocation,schema_org,uogto_extensions_matching-allocation,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,https://schema.org/AchieveAction,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5833, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.2222, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-26c249b514e3558f,PaymentMeansID -> hasPaymentRule,schema_org,uogto_extensions_mechanism-design,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://unece.org/vocab#PaymentMeansID,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.2774, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5625, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-a49b6ad019eb15d0,InstantaneousEvent -> AuditEvent,schema_org,uogto_extensions_trust-reputation-provenance,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/prov#InstantaneousEvent,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.3563, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5333, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-719cc9d5abec99fa,AchieveAction -> Coalition,schema_org,uogto_core_uogto-core,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,https://schema.org/AchieveAction,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.1455, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5217, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.2222, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-1f2a33086394c493,ActivateAction -> Utility Function,schema_org,uogto_core_uogto-core,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,https://schema.org/ActivateAction,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5806, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.2, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-f151aab481397550,AgreeAction -> Preference Relation,schema_org,uogto_core_uogto-core,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,https://schema.org/AgreeAction,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5806, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.2, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-d8d04e427d0f1d67,ActionAccessSpecification -> Action Profile,schema_org,uogto_core_uogto-core,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,https://schema.org/ActionAccessSpecification,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.2333, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.4878, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.2222, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-e17362322334d4be,AlignmentObject -> FederationObjectModel,schema_org,uogto_extensions_petri-net-devs-hla,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,https://schema.org/AlignmentObject,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.1594, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5128, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.2222, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-310084a221e5eda0,PriceTypeCode -> hasTypeSpace,schema_org,uogto_extensions_epistemic-games,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://unece.org/vocab#PriceTypeCode,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.2691, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5517, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-81368e8a6f43f8c8,RequestForQuotation -> Sequential Action,schema_org,uogto_core_actions,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://unece.org/vocab#RequestForQuotation,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6471, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-947f712d950c39cf,AdministrativeArea -> Constitutive Rule,schema_org,uogto_core_rules,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,https://schema.org/AdministrativeArea,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5556, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.25, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-4bb65e3c229e4751,Agent -> Agent,ssn_sosa,uogto_alignments_mcp-a2a,mapping_review,owl:equivalentClass,accepted,included,owl:equivalentClass,Accepted by deterministic exact/equivalent prefill; high-impact rows remain flagged for reviewer attention.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://xmlns.com/foaf/0.1/Agent,"{""definition_similarity"": 0.0, ""embedding_similarity"": 1.0, ""exact_iri"": false, ""exact_label"": true, ""external_is_uogto_parent"": false, ""lexical_similarity"": 1.0, ""normalized_label"": true, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-6dfa0cf78387055e,observes -> observes,ssn_sosa,uogto_core_uogto-core,mapping_review,owl:equivalentProperty,accepted,included,owl:equivalentProperty,Accepted by deterministic exact/equivalent prefill; high-impact rows remain flagged for reviewer attention.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/sosa/observes,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.6667, ""exact_iri"": false, ""exact_label"": true, ""external_is_uogto_parent"": false, ""lexical_similarity"": 1.0, ""normalized_label"": true, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-7d0a9b37915802a6,name -> name,ssn_sosa,uogto_core_uogto-core,mapping_review,no_match,rejected,excluded,no_match,Rejected because the candidate crosses incompatible term types without an approved bridge pattern.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",ontology_alignment_reviewer,docs/ontology-comparison/mapping-review.csv,http://xmlns.com/foaf/0.1/name,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.8165, ""exact_iri"": false, ""exact_label"": true, ""external_is_uogto_parent"": false, ""lexical_similarity"": 1.0, ""normalized_label"": true, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": false}"
mapping_candidate,candidate-5350a2f6f88fb827,has property -> hasPropertyRight,ssn_sosa,uogto_extensions_institutional-economics,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/ssn/hasProperty,"{""definition_similarity"": 0.3864, ""embedding_similarity"": 0.5601, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.8, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-f2d707b6edb6bd67,has property -> has role,ssn_sosa,uogto_core_uogto-core,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/ssn/hasProperty,"{""definition_similarity"": 0.3571, ""embedding_similarity"": 0.3651, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.7, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-607d10d1d763d4f5,Property -> SafetyProperty,ssn_sosa,uogto_extensions_verification-games,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/ssn/Property,"{""definition_similarity"": 0.2911, ""embedding_similarity"": 0.3727, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6957, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-0302667b4950f8bb,is property of -> hasPropertyRight,ssn_sosa,uogto_extensions_institutional-economics,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/ssn/isPropertyOf,"{""definition_similarity"": 0.4318, ""embedding_similarity"": 0.3234, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6154, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-48c6b7d3dafa768b,Observation -> ObservationSpace,ssn_sosa,uogto_extensions_marl,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/sosa/Observation,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.5345, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.7857, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-004c5491f12f691c,Property -> PropertyRight,ssn_sosa,uogto_extensions_institutional-economics,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/ssn/Property,"{""definition_similarity"": 0.2238, ""embedding_similarity"": 0.3086, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.7273, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-c84a492c104e6f8c,has output -> hasContract,ssn_sosa,uogto_extensions_contract-theory,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/ssn/hasOutput,"{""definition_similarity"": 0.3617, ""embedding_similarity"": 0.3086, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6364, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-532f09f12ec05be4,has output -> hasBallot,ssn_sosa,uogto_extensions_computational-social-choice,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/ssn/hasOutput,"{""definition_similarity"": 0.3797, ""embedding_similarity"": 0.3333, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-13943712d5eca3a8,Property -> LivenessProperty,ssn_sosa,uogto_extensions_verification-games,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/ssn/Property,"{""definition_similarity"": 0.2805, ""embedding_similarity"": 0.3727, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.64, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-6fa7b511f6c20692,has property -> has player,ssn_sosa,uogto_core_uogto-core,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/ssn/hasProperty,"{""definition_similarity"": 0.322, ""embedding_similarity"": 0.3086, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6364, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
